Gruppo,DataOraIncidente,Localizzazione1,Localizzazione2,Strada02,NaturaIncidente,TipoStrada,FondoStradale,Pavimentazione,Segnaletica,CondizioneAtmosferica,Traffico,Visibilita,Illuminazione,NUM_FERITI,NUM_RISERVATA,NUM_MORTI,NUM_ILLESI,DaSpecificare,Chilometrica
10,06/09/2014 07.35.00,Strada Urbana,da specificare,NA,Investimento di pedone,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,1,0,0,1,tratto da staz.ferroviaria a semaforo pedonale,NA
12,06/09/2014 08.00.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,0,NA,100
5,06/09/2014 08.00.00,Strada Urbana,da specificare,NA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,ingresso rampa A24 direzione Portonaccio,NA
9,06/09/2014 08.00.00,Strada Urbana,in corrispondenza,del civico n.,Tamponamento Multiplo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,0,0,0,3,NA,24
11,06/09/2014 08.00.00,Strada Urbana,all'intersezione semaforizzata con,VIA FRANCESCO NEGRI,Scontro frontale/laterale SX fra veicoli in marcia,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
12,06/09/2014 08.15.00,Strada Urbana,da specificare,NA,Infortunio per sola frenata improvvisa,Più di due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,1,0,0,1,laterale altezza civ. 494,NA
1,06/09/2014 08.25.00,Strada Urbana,all'intersezione semaforizzata con,VIALE GUIDO BACCELLI,Tamponamento Multiplo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,NA,NA
18,06/09/2014 08.30.00,Statale,in corrispondenza,della chilometrica,Scontro frontale/laterale SX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,NA,14.6
13,06/09/2014 08.30.00,Strada Urbana,all'intersezione con,VIA DI SAPONARA,Veicolo in marcia contro veicolo arresto,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
7,06/09/2014 08.35.00,Strada Urbana,all'intersezione con,VIALE PALMIRO TOGLIATTI,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Bagnato (umidità in atto),Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,0,NA,NA
10,06/09/2014 08.35.00,Strada Urbana,all'intersezione semaforizzata con,VIA DEL QUADRARO,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
4,06/09/2014 08.45.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,NA,264
2,06/09/2014 08.50.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,NA,2
1,06/09/2014 08.50.00,Strada Urbana,all'intersezione con,PIAZZA POLI,Tamponamento,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
17,06/09/2014 08.50.00,Strada Urbana,in prossimità,del civico n.,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,NA,130
3,06/09/2014 08.50.00,Strada Urbana,in corrispondenza,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,NA,24b
7,06/09/2014 09.15.00,Strada Urbana,all'intersezione semaforizzata con,PIAZZALE PINO PASCALI,Scontro frontale/laterale SX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,NA,NA
9,06/09/2014 09.20.00,Strada Urbana,all'intersezione con,VIA CASTRO DEI VOLSCI,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
20,06/09/2014 09.20.00,Regionale entro l'abitato,da specificare,NA,Scontro frontale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,2,altezza rampa gra,NA
8,06/09/2014 09.30.00,Strada Urbana,all'intersezione con,VIALE DI TORRE MAURA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,2,0,0,1,NA,NA
20,06/09/2014 09.32.00,Strada Urbana,in prossimità,del civico n.,Tamponamento,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Intenso,Buona,Ore Diurne,2,0,0,1,NA,98
4,06/09/2014 09.40.00,Strada Urbana,all'intersezione con,VIA CORTONA,Infortunio per caduta del veicolo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,1,NA,NA
10,06/09/2014 09.45.00,Strada Urbana,in prossimità,del civico n.,Tamponamento Multiplo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Scarso,Buona,Ore Diurne,1,0,0,4,NA,293
10,06/09/2014 09.50.00,Strada Urbana,in prossimità,del civico n.,Infortunio per sola frenata improvvisa,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,1,0,0,1,NA,426
15,06/09/2014 10.00.00,Strada Urbana,in corrispondenza,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,2,NA,203 b
1,06/09/2014 10.00.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,In cubetti di porfido,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,NA,67
13,06/09/2014 10.00.00,Strada Urbana,all'intersezione con,VIA CARLO BOSIO,Investimento di pedone,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
11,06/09/2014 10.00.00,Strada Urbana,all'intersezione con,VIA GIOVANNI GENOCCHI,Veicolo in marcia contro veicoli in sosta,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,NA,NA
11,06/09/2014 10.15.00,Strada Urbana,da specificare,NA,Fuoriuscita dalla sede stradale,Più di due carreggiate,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,0,fronte civico 88/A,NA
9,06/09/2014 10.30.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,2,NA,204
12,06/09/2014 10.30.00,Strada Urbana,in prossimità,del civico n.,Tamponamento,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,581
2,06/09/2014 10.30.00,Strada Urbana,all'intersezione semaforizzata con,VIA DI VILLA GIULIA,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,1,0,0,1,NA,NA
20,06/09/2014 10.40.00,Strada Urbana,in prossimità,del civico n.,Tamponamento,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,1148
18,06/09/2014 10.45.00,Strada Urbana,all'intersezione semaforizzata con,VIA DON CARLO GNOCCHI,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,NA,NA
2,06/09/2014 11.00.00,Strada Urbana,in prossimità,del civico n.,Tamponamento,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,262
8,06/09/2014 11.45.00,Strada Urbana,da specificare,NA,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,RAMPA DI IMM.NE SU VIA CASILINA DIR. CENTRO,NA
23,06/09/2014 11.50.00,Comunale extraurbana,all'intersezione semaforizzata con,LARGO RAFFAELLO DE RENSIS,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
4,06/09/2014 12.00.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,3,NA,25
5,06/09/2014 12.00.00,Strada Urbana,all'intersezione con,VIA PIEVEBOVIGLIANA,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
8,06/09/2014 12.15.00,Strada Urbana,in prossimità,del palo luce n.,Veicolo in marcia contro ostacolo accidentale,Una carreggiata a doppio senso,Asciutto,Strada pavimentata dissestata,Assente,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,NA,56
15,06/09/2014 12.25.00,Strada Urbana,all'intersezione con,VIA BACCIO BALDINI,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
18,06/09/2014 12.30.00,Strada Urbana,da specificare,NA,Investimento di pedone,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,1,0,0,1,entrata ingresso IPERFAMILY,NA
15,06/09/2014 12.30.00,Strada Urbana,da specificare,NA,Tamponamento,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,fronte civico 1175,NA
15,06/09/2014 12.40.00,Strada Urbana,da specificare,NA,Veicolo in marcia contro veicolo in sosta,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,civ 1175 prossimita via della Tenuta della Pisana,NA
13,06/09/2014 12.40.00,Strada Urbana,all'intersezione con,VIA FRANCO GENTILINI,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,NA,NA
10,06/09/2014 12.45.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,NA,61
2,06/09/2014 12.50.00,Strada Urbana,da specificare,NA,Tamponamento,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,1,0,0,1,alt. svincolo Via dei Campi Sportivi.,NA
10,06/09/2014 13.20.00,Strada Urbana,all'intersezione con,VIA SANDRO PENNA,Tamponamento Multiplo,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,NA,NA
1,06/09/2014 13.20.00,Strada Urbana,all'intersezione semaforizzata con,VIA ACCIAIOLI,Veicolo in marcia contro veicoli in arresto,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
9,06/09/2014 13.30.00,Strada Urbana,da specificare,NA,Tamponamento Multiplo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,6,da civ. 70 al 76,NA
4,06/09/2014 13.40.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo accidentale,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,NA,5
13,06/09/2014 13.45.00,Strada Urbana,all'intersezione con,VIA DELLA MARTINICA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Normale,Buona,Ore Diurne,0,0,0,5,NA,NA
6,06/09/2014 14.30.00,Strada Urbana,all'intersezione con,LARGO IRPINIA,Scontro laterale fra veicoli in marcia,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
6,06/09/2014 15.10.00,Strada Urbana,all'intersezione con,VIA OLEVANO ROMANO,Scontro laterale fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
18,06/09/2014 15.15.00,Strada Urbana,all'intersezione con,VIA DI VAL CANNUTA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,2,NA,NA
2,06/09/2014 15.20.00,Strada Urbana,all'intersezione con,VIA LARIANA,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
18,06/09/2014 15.20.00,Strada Urbana,all'intersezione con,VIA DEI CAVALLEGGERI,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,NA,NA
19,06/09/2014 15.30.00,Strada Urbana,in prossimità,del civico n.,Scontro frontale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,226
13,06/09/2014 15.30.00,Strada Urbana,all'intersezione con,VIA DELLA VERBENA,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
12,06/09/2014 15.30.00,Strada Urbana,da specificare,NA,Tamponamento,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,2,dir.Ostia altezza VIA LIBANO 68,NA
1,06/09/2014 16.00.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,NA,35
18,06/09/2014 16.00.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro ostacolo fisso,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,NA,189
18,06/09/2014 16.00.00,Strada Urbana,in prossimità,del civico n.,Veicolo in marcia contro veicolo in sosta,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,93
4,06/09/2014 16.15.00,Strada Urbana,in prossimità,del civico n.,Tamponamento,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,NA,303
8,06/09/2014 16.25.00,Strada Urbana,in prossimità,del civico n.,Scontro frontale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,3,0,0,1,NA,49
5,06/09/2014 16.30.00,Strada Urbana,in prossimità,del civico n.,Tamponamento Multiplo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,4,NA,761
20,06/09/2014 16.50.00,Strada Urbana,da specificare,NA,Tamponamento,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Orizzontale,Sereno,Normale,Sufficiente,Ore Diurne,0,0,0,3,INTERNO GALLERIA,NA
19,06/09/2014 16.50.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,NA,419
7,06/09/2014 17.00.00,Strada Urbana,all'intersezione con,VIA CALPURNIO FIAMMA,Scontro frontale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,4,NA,NA
6,06/09/2014 17.10.00,Strada Urbana,da specificare,NA,Tamponamento,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,ALTEZZA VIA ORAZIO PIEROZZI,NA
18,06/09/2014 17.15.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,1,0,0,2,NA,515
8,06/09/2014 17.20.00,Provinciale entro l'abitato,in prossimità,del palo luce n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Sufficiente,Ore Diurne,1,0,0,1,NA,610
3,06/09/2014 17.20.00,Strada Urbana,all'intersezione semaforizzata con,VIA ALESSANDRO TORLONIA,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,8,NA,NA
11,06/09/2014 17.30.00,Strada Urbana,in corrispondenza,del civico n.,Veicolo in marcia contro veicolo in sosta,Più di due carreggiate,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Ore Diurne,0,0,0,1,NA,456
18,06/09/2014 17.40.00,Strada Urbana,all'intersezione con,VIA VEROLENGO,Scontro laterale fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
13,06/09/2014 17.45.00,NA,in corrispondenza,del civico n.,Veicolo in marcia contro veicolo fermo,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,NA,38
20,06/09/2014 17.45.00,Regionale entro l'abitato,all'intersezione semaforizzata con,VIA CARLO GHERARDINI,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,5,NA,NA
10,06/09/2014 17.45.00,Statale entro l'abitato,da specificare,NA,Scontro laterale fra veicoli in marcia,Più di due carreggiate,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Ore Diurne,1,0,1,0,corsia immissione capolinea ATAC                  ,NA
12,06/09/2014 17.45.00,Strada Urbana,all'intersezione con,VIA LAURENTINA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,NA,NA
15,06/09/2014 18.00.00,Strada Urbana,in corrispondenza,del civico n.,Investimento di pedone,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,243/A
20,06/09/2014 18.10.00,Strada Urbana,all'intersezione con,VIA GAETANO RECCHI,Veicolo in marcia contro veicolo in sosta,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
7,06/09/2014 18.15.00,Strada Urbana,all'intersezione con,VIALE PALMIRO TOGLIATTI,Scontro frontale/laterale SX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
1,06/09/2014 18.20.00,Strada Urbana,in prossimità,del palo luce n.,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,1,0,0,1,NA,61
1,06/09/2014 18.30.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,20
19,06/09/2014 18.40.00,Strada Urbana,all'intersezione con,VIA SENAGO,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Scarso,Buona,Ore Diurne,0,0,0,2,NA,NA
7,06/09/2014 18.45.00,Strada Urbana,all'intersezione con,PIAZZA TEOFRASTO,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
1,06/09/2014 18.50.00,Strada Urbana,all'intersezione con,VIA AURORA,Scontro frontale/laterale SX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Assente,Sereno,Scarso,Buona,Ore Diurne,1,0,0,1,NA,NA
23,06/09/2014 18.50.00,Strada Urbana,all'intersezione con,VIA ACCIAIOLI,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,NA
6,06/09/2014 19.05.00,Strada Urbana,all'intersezione con,VIA MONTONA,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Assente,Sereno,Normale,Sufficiente,Ore Diurne,1,0,0,1,NA,NA
13,06/09/2014 19.20.00,Strada Urbana,all'intersezione con,VIA ALBERTO GALLI,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
20,06/09/2014 19.30.00,Regionale entro l'abitato,in prossimità,del civico n.,Tamponamento Multiplo,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Intenso,Buona,Ore Diurne,0,0,0,3,NA,1412
7,06/09/2014 19.35.00,Strada Urbana,all'intersezione con,VIALE DELLA BELLA VILLA,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,4,NA,NA
3,06/09/2014 20.00.00,Strada Urbana,da specificare,NA,Scontro frontale/laterale SX fra veicoli in marcia,Più di due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,altezza tronchetto,NA
1,06/09/2014 20.00.00,Strada Urbana,all'intersezione con,VIALE MARCO POLO,Scontro frontale/laterale DX fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,2,NA,NA
8,06/09/2014 20.10.00,Strada Urbana,da specificare,NA,Tamponamento Multiplo,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,4,100 MT PRIMA DI VIA DI TORRENOVA DIR. CASILINA,NA
5,06/09/2014 20.15.00,Strada Urbana,all'intersezione semaforizzata con,VIA CASTELGUIDONE,Scontro laterale fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,0,0,0,3,NA,NA
13,06/09/2014 20.20.00,Strada Urbana,all'intersezione con,VIALE GIUSEPPE GENOESE ZERBI,Scontro frontale/laterale DX fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Ore Diurne,1,0,0,1,NA,NA
7,06/09/2014 20.30.00,Strada Urbana,in prossimità,del civico n.,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,1,0,0,2,NA,20
2,06/09/2014 20.30.00,Strada Urbana,da specificare,NA,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,1,0,0,1,sottovia,NA
12,06/09/2014 20.30.00,Strada Urbana,in corrispondenza,del civico n.,Infortunio per sola frenata improvvisa,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Ore Diurne,1,0,0,1,NA,632
8,06/09/2014 20.45.00,Strada Urbana,in prossimità,del palo luce n.,Investimento di pedone,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Scarso,Buona,Sufficiente,1,0,0,1,NA,49
13,06/09/2014 20.50.00,Strada Urbana,all'intersezione con,VIA FEDERICO BAZZINI,Infortunio per sola frenata improvvisa,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale,Sereno,Scarso,Buona,Sufficiente,1,0,0,3,NA,NA
5,06/09/2014 21.18.00,Strada Urbana,all'intersezione semaforizzata con,VIA DEI DURANTINI,Scontro frontale fra veicoli in marcia,Due carreggiate,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Buona,Sufficiente,3,0,0,0,NA,NA
6,06/09/2014 21.30.00,Strada Urbana,da specificare,NA,Scontro laterale fra veicoli in marcia,Una carreggiata a doppio senso,Asciutto,Asfaltata,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,2,0,0,0,ALTEZZA VIA TEANO,NA
1,06/09/2014 21.40.00,Strada Urbana,all'intersezione con,VIA MARIA ADELAIDE,Scontro laterale fra veicoli in marcia,Una carreggiata a senso unico di marcia,Asciutto,In cubetti di porfido,Verticale ed orizzontale,Sereno,Normale,Sufficiente,Sufficiente,0,0,0,3,NA,NA
